,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,University_Name,Number_of_Trainees
5375,2016,From 40 to 49,Male,Saudi Arabia,Jordan University Of Science And Technology,1
5378,2016,Unknown,Female,India,Misr University For Science And Technology - Egypt,1
5379,2016,Unknown,Female,Bahrain,King Abdulaziz University,1
5380,2016,Unknown,Female,Bangladesh,Unknown,1
5381,2016,Unknown,Female,Canada,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5382,2016,Unknown,Female,Egypt,Alexandria University,1
5383,2016,Unknown,Female,Egypt,Batterjee Medical College,1
5384,2016,Unknown,Female,Egypt,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5386,2016,Unknown,Female,Egypt,King Saud University,1
5387,2016,Unknown,Female,Egypt,Umm Al Qura University,1
5388,2016,Unknown,Female,Eritrea,Unknown,1
5389,2016,Unknown,Female,France,Unknown,1
5390,2016,Unknown,Female,Indonesia,King Abdulaziz University,1
5391,2016,From 60 to 69,Male,Syria,King Abdulaziz University,1
5392,2016,Unknown,Female,Iraq,King Saud University,1
5393,2016,Unknown,Female,Jordan,Almaarefa University,1
5394,2016,Unknown,Female,Jordan,King Abdulaziz University,1
5395,2016,Unknown,Female,Jordan,University Of Jordan - Jordan,1
5398,2016,Unknown,Female,Kyrgyzstan,Unknown,1
5399,2016,Unknown,Female,Morocco,October 6 University - Egypt,1
5400,2016,Unknown,Female,Morocco,Unknown,1
5401,2016,Unknown,Female,Nigeria,Taibah University,1
5402,2016,Unknown,Female,Pakistan,King Abdulaziz University,1
5403,2016,Less Than 20,Male,Saudi Arabia,Taibah University,1
5404,2016,From 60 to 69,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,1
5406,2016,From 40 to 49,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5407,2016,From 40 to 49,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,1
5409,2016,From 40 to 49,Male,Saudi Arabia,Poznan University Of Medical Sciences,1
5410,2016,From 40 to 49,Male,Saudi Arabia,Riyadh Elm University,1
5414,2016,From 40 to 49,Male,Saudi Arabia,University Of Southern Queensland,1
5416,2016,From 40 to 49,Male,Sudan,University Of Gezira,1
5418,2016,From 40 to 49,Male,Syria,Unknown,1
5419,2016,From 60 to 69,Male,Egypt,Zagazig University - Egypt,1
5420,2016,From 40 to 49,Male,Yemen,Jazan University,1
5421,2016,From 40 to 49,Male,Yemen,King Abdulaziz University,1
5422,2016,From 40 to 49,Male,Yemen,King Saud University,1
5423,2016,From 40 to 49,Male,Yemen,Sana'A University - Yemen,1
5424,2016,From 50 to 59,Female,Saudi Arabia,Umm Al Qura University,1
5425,2016,From 50 to 59,Male,Saudi Arabia,King Faisal University,1
5426,2016,From 50 to 59,Male,Saudi Arabia,King Saud University,1
5427,2016,From 50 to 59,Male,Saudi Arabia,Saudi Commission For Health Specialties,1
5428,2016,From 50 to 59,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,1
5429,2016,From 50 to 59,Male,Yemen,Umm Al Qura University,1
5430,2016,From 60 to 69,Female,Sudan,Unknown,1
5431,2016,From 40 to 49,Female,Bahrain,Arabian Gulf University,1
5432,2016,From 30 to 39,Male,Yemen,King Khalid University,1
5434,2016,From 30 to 39,Male,Iraq,Alfaisal University,1
5435,2016,From 30 to 39,Male,Bahrain,Arabian Gulf University,1
5436,2016,From 30 to 39,Male,Bahrain,Banha University,1
5437,2016,From 30 to 39,Male,Bahrain,Hadhramout University Of Science & Technology,1
5438,2016,From 30 to 39,Male,Bahrain,Royal College of Surgeons in Ireland - Bahrain,1
5439,2016,From 30 to 39,Male,Bahrain,University Of Bahrain,1
5440,2016,From 30 to 39,Male,Bahrain,Unknown,1
5441,2016,From 30 to 39,Male,Bangladesh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5442,2016,From 30 to 39,Male,Egypt,Menoufia University,1
5443,2016,From 30 to 39,Male,Egypt,Umm Al Qura University,1
5444,2016,From 30 to 39,Male,Eritrea,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5445,2016,From 30 to 39,Male,India,Umm Al Qura University,1
5446,2016,From 30 to 39,Male,Iraq,Unknown,1
5447,2016,From 30 to 39,Female,Yemen,University of Aden,1
5449,2016,From 30 to 39,Male,Kuwait,Arabian Gulf University,1
5451,2016,From 30 to 39,Male,Lebanon,Unknown,1
5452,2016,From 30 to 39,Male,Nigeria,King Saud Bin Abdulaziz University For Health Scinces,1
5453,2016,From 30 to 39,Male,Pakistan,University Of Imam Muhammad Bin Saud Islamic University,1
5454,2016,From 30 to 39,Male,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5455,2016,From 30 to 39,Male,Palestine,King Abdulaziz University,1
5456,2016,From 30 to 39,Male,Palestine,King Saud University,1
5457,2016,From 30 to 39,Male,Palestine,Misr University For Science And Technology - Egypt,1
5458,2016,From 30 to 39,Male,Palestine,University of Aden,1
5460,2016,From 30 to 39,Female,Yemen,Umm Al Qura University,1
5461,2016,From 30 to 39,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5465,2016,From 30 to 39,Female,Saudi Arabia,Riyadh Elm University,1
5469,2016,From 30 to 39,Female,Saudi Arabia,Universiteit Maastricht,1
5472,2016,From 30 to 39,Female,Saudi Arabia,University Of Khartoum,1
5474,2016,From 30 to 39,Female,Sudan,Al Zaiem Al Azhari University,1
5475,2016,From 30 to 39,Female,Yemen,Hodeidah University,1
5476,2016,From 30 to 39,Female,Sudan,Cairo University,1
5477,2016,From 30 to 39,Female,Sudan,Omdurman Islamic University - Sudan,1
5478,2016,From 30 to 39,Female,Sudan,The National Ribat University,1
5479,2016,From 30 to 39,Female,Sudan,University Of Khartoum,1
5480,2016,From 30 to 39,Female,Sudan,University Of Medical Sciences And Technology,1
5481,2016,From 30 to 39,Female,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5482,2016,From 30 to 39,Female,Syria,Omdurman Islamic University - Sudan,1
5483,2016,From 30 to 39,Female,Syria,Royal College of Surgeons in Ireland - Bahrain,1
5485,2016,From 30 to 39,Female,United Arab Emirates,Dubai Medical College For Girls,1
5486,2016,From 30 to 39,Female,United States,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5490,2016,From 30 to 39,Male,Sudan,Bahri University,1
5491,2016,From 30 to 39,Male,Saudi Arabia,Ternopil State Medical University,1
5493,2016,From 30 to 39,Male,Saudi Arabia,University College Dublin,1
5494,2016,From 30 to 39,Male,Saudi Arabia,University Of Bisha,1
5497,2016,From 30 to 39,Male,Saudi Arabia,"University of California, Los Angeles (UCLA)",1
5499,2016,From 30 to 39,Male,Saudi Arabia,Xinxiang Medical University,1
5500,2016,From 30 to 39,Male,Somalia,Hadhramout University Of Science & Technology,1
5501,2016,From 30 to 39,Male,Sudan,Al Zaiem Al Azhari University,1
5502,2016,From 30 to 39,Male,Sudan,King Abdulaziz University,1
5503,2016,From 30 to 39,Male,Saudi Arabia,Arabian Gulf University,1
5504,2016,From 30 to 39,Male,Sudan,University Of Khartoum,1
5506,2016,From 30 to 39,Male,Syria,Al-Baath University,1
5507,2016,From 30 to 39,Male,Syria,King Saud University,1
5508,2016,From 30 to 39,Male,Syria,Taiz University,1
5509,2016,From 30 to 39,Male,Syria,Tanta University,1
5510,2016,From 30 to 39,Male,Syria,The Syrian Private University,1
5511,2016,From 30 to 39,Male,Tunisia,University Of Tunisia,1
5512,2016,From 30 to 39,Male,United Arab Emirates,Unknown,1
5513,2016,From 30 to 39,Male,United Kingdom,Ministry Of Education In Saudi Arabia,1
5514,2016,From 30 to 39,Male,Yemen,Dubai Medical College For Girls,1
5518,2016,From 30 to 39,Male,Saudi Arabia,Sana'A University - Yemen,1
5519,2016,From 30 to 39,Male,Saudi Arabia,Comenius University In Bratislava,1
5520,2016,From 30 to 39,Male,Saudi Arabia,Creighton University,1
5521,2016,From 30 to 39,Male,Saudi Arabia,Curtin University,1
5522,2016,From 30 to 39,Male,Saudi Arabia,Hadhramout University Of Science & Technology,1
5532,2016,From 30 to 39,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,1
5533,2016,From 30 to 39,Male,Saudi Arabia,Murdoch University,1
5534,2016,From 30 to 39,Male,Saudi Arabia,Najran University,1
5537,2016,From 30 to 39,Male,Saudi Arabia,Pavol Jozef Šafárik University - Slovakia,1
5539,2016,From 30 to 39,Male,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
5541,2016,From 30 to 39,Male,Saudi Arabia,Riyadh Elm University,1
5542,2017,From 40 to 49,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,1
5543,2017,From 40 to 49,Male,Saudi Arabia,Poznan University Of Medical Sciences,1
5544,2017,From 40 to 49,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
5545,2018,Unknown,Female,Egypt,Taibah University,1
5546,2018,Less Than 20,Female,Saudi Arabia,Taif University,1
5547,2018,Less Than 20,Male,Saudi Arabia,King Saud University,1
5548,2018,Less Than 20,Male,Saudi Arabia,Tanta University,1
5551,2018,Unknown,Female,Bangladesh,Unknown,1
5552,2018,Unknown,Female,Djibouti,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5553,2018,Unknown,Female,Egypt,Alfaisal University,1
5555,2018,Unknown,Female,Egypt,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5556,2018,Unknown,Female,Egypt,King Saud University,1
5558,2018,From 80 to 89,Male,Saudi Arabia,Unknown,1
5559,2018,Unknown,Female,France,Unknown,1
5560,2018,Unknown,Female,India,Batterjee Medical College,1
5561,2018,Unknown,Female,India,Misr University For Science And Technology - Egypt,1
5562,2018,Unknown,Female,India,Unknown,1
5563,2018,Unknown,Female,Iraq,King Saud University,1
5564,2018,Unknown,Female,Iraq,Unknown,1
5565,2018,Unknown,Female,Jordan,Batterjee Medical College,1
5566,2018,Unknown,Female,Jordan,University Of Jordan - Jordan,1
5568,2018,Unknown,Female,Lebanon,Unknown,1
5569,2018,Unknown,Female,Morocco,October 6 University - Egypt,1
5570,2018,Less Than 20,Female,Saudi Arabia,Jazan University,1
5571,2018,From 70 to 79,Female,Saudi Arabia,Damascus University,1
5572,2018,Unknown,Female,Pakistan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5573,2018,From 50 to 59,Male,Egypt,Unknown,1
5574,2018,From 40 to 49,Male,Unknown,Tishreen University,1
5575,2018,From 40 to 49,Male,Yemen,Cairo University,1
5578,2018,From 50 to 59,Female,Pakistan,Punjab Board Of Technical Education Lahore,1
5579,2018,From 50 to 59,Female,Saudi Arabia,Bataan Peninsula State University (BPSU),1
5581,2018,From 50 to 59,Female,Saudi Arabia,Umm Al Qura University,1
5582,2018,From 50 to 59,Female,Saudi Arabia,Unknown,1
5583,2018,From 50 to 59,Male,Egypt,Menoufia University,1
5584,2018,From 50 to 59,Male,Egypt,South Valley University,1
5585,2018,From 50 to 59,Male,India,Patna University,1
5586,2018,From 60 to 69,Male,Egypt,Zagazig University - Egypt,1
5587,2018,From 50 to 59,Male,Pakistan,Ministry Of Education And Higher Education,1
5588,2018,From 50 to 59,Male,Saudi Arabia,King Faisal University,1
5589,2018,From 50 to 59,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,1
5590,2018,From 50 to 59,Male,Sudan,Al Fashir University,1
5591,2018,From 50 to 59,Male,Sudan,Omdurman Islamic University - Sudan,1
5592,2018,From 50 to 59,Male,Sudan,Unknown,1
5593,2018,From 50 to 59,Male,Syria,University Of Aleppo,1
5594,2018,From 50 to 59,Male,Syria,Unknown,1
5595,2018,From 50 to 59,Male,Yemen,Marmara University,1
5596,2018,From 50 to 59,Male,Yemen,Sana'A University - Yemen,1
5597,2018,From 60 to 69,Female,Saudi Arabia,King Abdulaziz University,1
5598,2018,Unknown,Female,Oman,Unknown,1
5599,2018,Unknown,Female,Pakistan,Unknown,1
5600,2018,Unknown,Male,Afghanistan,King Abdulaziz University,1
5601,2018,Unknown,Female,Syria,Almaarefa University,1
5606,2018,Unknown,Female,Somalia,King Saud University,1
5607,2018,Unknown,Female,Somalia,Unknown,1
5608,2018,Unknown,Female,Sudan,Africa College,1
5609,2018,Unknown,Female,Sudan,Alfaisal University,1
5610,2018,Unknown,Female,Sudan,Omdurman Islamic University - Sudan,1
5612,2018,Unknown,Female,Syria,Alfaisal University,1
5613,2018,Unknown,Female,Syria,Omdurman Islamic University - Sudan,1
5614,2018,Unknown,Female,Saudi Arabia,Sana'A University - Yemen,1
5616,2018,Unknown,Female,Turkmenistan,Umm Al Qura University,1
5618,2018,Unknown,Female,United States,King Abdulaziz University,1
5619,2018,Unknown,Female,Yemen,Batterjee Medical College,1
5622,2018,Unknown,Female,Yemen,King Saud University,1
5623,2018,Unknown,Female,Yemen,Riyadh Colleges Of Dentistry And Pharmacy,1
5628,2018,Unknown,Female,Palestine,Alfaisal University,1
5629,2018,Unknown,Female,Saudi Arabia,Fakeeh College For Medical Sciences,1
5630,2018,Unknown,Female,Palestine,Batterjee Medical College,1
5632,2018,Unknown,Female,Palestine,King Abdulaziz University,1
5633,2018,Unknown,Female,Palestine,King Saud Bin Abdulaziz University For Health Scinces,1
5634,2018,Unknown,Female,Russia,Unknown,1
5635,2018,Unknown,Female,Saudi Arabia,Al Jouf University,1
5636,2018,Unknown,Female,Saudi Arabia,AlRiyada College for Health Sciences,1
5637,2018,Unknown,Female,Saudi Arabia,Albaha University,1
5638,2018,Unknown,Female,Saudi Arabia,Alexandria University,1
5644,2018,Unknown,Female,Saudi Arabia,Jordan University Of Science And Technology,1
5646,2018,Unknown,Female,Saudi Arabia,King Faisal Specialist Hospital And Research Center,1
5648,2018,Unknown,Female,Saudi Arabia,Maastricht University - Netherlands,1
5654,2018,From 40 to 49,Male,United Arab Emirates,Unknown,1
5655,2018,From 40 to 49,Male,United Arab Emirates,King Faisal University,1
5656,2018,From 40 to 49,Male,Syria,University Of Khartoum,1
5657,2018,From 40 to 49,Female,Pakistan,University Of Karachi,1
5658,2018,From 40 to 49,Female,Egypt,Umm Al Qura University,1
5659,2018,From 40 to 49,Female,Egypt,Unknown,1
5660,2018,From 40 to 49,Female,India,Katholieke Universiteit Nijmegen,1
5661,2018,From 40 to 49,Female,Indonesia,King Abdulaziz University,1
5662,2018,From 40 to 49,Female,Ireland,Unknown,1
5663,2018,From 40 to 49,Female,Jordan,Jordan University Of Science And Technology,1
5664,2018,From 40 to 49,Female,Jordan,Umm Al Qura University,1
5665,2018,From 40 to 49,Female,Jordan,Unknown,1
5666,2018,From 40 to 49,Female,Kuwait,Kuwait University - Kuwait,1
5667,2018,From 40 to 49,Female,Kuwait,Unknown,1
5668,2018,From 40 to 49,Female,Pakistan,Liaquat University Of Medical & Health Sciences,1
5669,2018,From 40 to 49,Female,Saudi Arabia,Almaarefa University,1
5670,2018,From 40 to 49,Female,Egypt,King Abdulaziz University,1
5672,2018,From 40 to 49,Female,Saudi Arabia,Jordan University Of Science And Technology,1
5676,2018,From 40 to 49,Female,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
5677,2018,From 40 to 49,Female,Saudi Arabia,Qassim University,1
5680,2018,From 40 to 49,Female,Sudan,Al Neelain University,1
5682,2018,From 40 to 49,Female,Egypt,Tanta University,1
5683,2018,From 40 to 49,Female,Egypt,Ain Shams University,1
5684,2018,From 40 to 49,Male,Syria,Kabardino-Balkarian State University,1
5685,2018,From 30 to 39,Male,Syria,Taiz University,1
5686,2018,From 30 to 39,Male,Somalia,Hadhramout University Of Science & Technology,1
5687,2018,From 30 to 39,Male,Sudan,Al Fashir University,1
5688,2018,From 30 to 39,Male,Sudan,Al Zaiem Al Azhari University,1
5689,2018,From 30 to 39,Male,Sudan,Bahri University,1
5690,2018,From 30 to 39,Male,Sudan,King Abdulaziz University,1
5692,2018,From 30 to 39,Male,Sudan,University Of Kassala,1
5693,2018,From 30 to 39,Male,Sudan,University Of Medical Sciences And Technology,1
5695,2018,From 30 to 39,Male,Syria,Al-Baath University,1
5696,2018,From 30 to 39,Male,Syria,King Abdulaziz University,1
5697,2018,From 30 to 39,Male,Syria,Tanta University,1
5698,2018,From 40 to 49,Female,Bahrain,Arabian Gulf University,1
5699,2018,From 30 to 39,Male,Syria,The Syrian Private University,1
5701,2018,From 30 to 39,Male,Tunisia,University Of Tunisia,1
5702,2018,From 30 to 39,Male,United Kingdom,King Abdulaziz University,1
5703,2018,From 30 to 39,Male,United Kingdom,Ministry Of Education In Saudi Arabia,1
5704,2018,From 30 to 39,Male,Yemen,Dubai Medical College For Girls,1
5706,2018,From 30 to 39,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5707,2018,From 30 to 39,Male,Yemen,Sana'A University - Yemen,1
5709,2018,From 40 to 49,Female,Azerbaijan,Azerbaijan Medical University (N.Narimanov),1
5711,2018,From 40 to 49,Female,Syria,Unknown,1
5712,2018,From 40 to 49,Female,United Arab Emirates,Jordan University Of Science And Technology,1
5713,2018,From 40 to 49,Male,Saudi Arabia,University Of Gezira,1
5714,2018,From 40 to 49,Male,Saudi Arabia,Alexandria University,1
5715,2018,From 40 to 49,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,1
5716,2018,From 40 to 49,Male,Saudi Arabia,Jordan University Of Science And Technology,1
5720,2018,From 40 to 49,Male,Saudi Arabia,Misr University For Science And Technology - Egypt,1
5721,2018,From 40 to 49,Male,Saudi Arabia,October 6 University - Egypt,1
5722,2018,From 40 to 49,Male,Saudi Arabia,Poznan University Of Medical Sciences,1
5723,2018,From 40 to 49,Male,Saudi Arabia,Qassim University,1
5724,2018,From 40 to 49,Male,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,1
5725,2018,From 40 to 49,Male,Saudi Arabia,University Of Hail,1
5726,2018,From 40 to 49,Female,United States,King Saud University,1
5727,2018,From 40 to 49,Male,Saudi Arabia,University Of Juba,1
5728,2018,From 40 to 49,Male,Saudi Arabia,University Of Tabuk,1
5730,2018,From 40 to 49,Male,Sudan,Al Zaiem Al Azhari University,1
5731,2018,From 40 to 49,Male,Sudan,Imam Mahdi University,1
5733,2018,From 40 to 49,Male,Sudan,University Of Bahr El-Ghazal,1
5735,2018,From 40 to 49,Male,Sudan,University Of Medical Sciences And Technology,1
5736,2018,From 40 to 49,Male,Syria,Damascus University,1
5737,2018,From 40 to 49,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5738,2018,From 40 to 49,Male,Saudi Arabia,Al-Azhar University,1
5739,2018,From 40 to 49,Male,Palestine,King Abdulaziz University,1
5740,2018,From 40 to 49,Male,Palestine,Damascus University,1
5741,2018,From 40 to 49,Male,Pakistan,Unknown,1
5742,2018,From 40 to 49,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5745,2018,From 40 to 49,Male,Egypt,Assiut University,1
5746,2018,From 40 to 49,Male,Egypt,King Saud University,1
5747,2018,From 40 to 49,Male,Egypt,Mansoura University - Egypt,1
5749,2018,From 40 to 49,Male,Egypt,The University Of Faisalabad,1
5751,2018,From 40 to 49,Male,Egypt,Zagazig University - Egypt,1
5752,2018,From 40 to 49,Male,India,"Karnatak University,Dharwad",1
5753,2018,From 40 to 49,Male,India,Unknown,1
5754,2018,From 40 to 49,Male,Jordan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5755,2018,From 40 to 49,Male,Jordan,Sumy State University,1
5756,2018,From 40 to 49,Male,Jordan,Unknown,1
5757,2018,From 40 to 49,Male,Lebanon,American University Of Beirut,1
5758,2018,From 40 to 49,Male,Pakistan,International Islamic University,1
5759,2018,From 40 to 49,Male,Pakistan,Ministry Of Education And Higher Education,1
5760,2018,From 40 to 49,Male,Pakistan,October 6 University - Egypt,1
5761,2018,From 40 to 49,Male,Pakistan,Omdurman Islamic University - Sudan,1
5762,2018,From 40 to 49,Male,Pakistan,Punjab Board Of Technical Education Lahore,1
5763,2018,From 40 to 49,Male,Pakistan,The Punjab Madical Faculty,1
5764,2018,From 40 to 49,Male,Pakistan,University Of Karachi,1
5765,2018,Unknown,Male,Afghanistan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5771,2019,From 20 to 29,Male,Saudi Arabia,Jordan University Of Science And Technology,1
5774,2019,From 20 to 29,Male,Saudi Arabia,Ministry Of Education In Saudi Arabia,1
5776,2019,From 20 to 29,Male,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,1
5777,2019,From 20 to 29,Male,Saudi Arabia,Royal College Of Surgeons In Ireland,1
5778,2019,From 20 to 29,Male,Saudi Arabia,Sulaiman Al Rajhi University,1
5781,2019,From 20 to 29,Male,Saudi Arabia,Arabian Gulf University,1
5784,2019,From 20 to 29,Male,Spain,Unknown,1
5785,2019,From 20 to 29,Male,Sudan,Elrazi College Of Medical &Technological Sciences,1
5786,2019,From 20 to 29,Male,Sudan,Unknown,1
5787,2019,From 20 to 29,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5789,2019,From 20 to 29,Male,United States,Unknown,1
5791,2019,From 30 to 39,Female,Bahrain,Alexandria University,1
5792,2019,From 30 to 39,Female,Bahrain,Ama International University,1
5794,2019,From 20 to 29,Male,Saudi Arabia,Alfaisal University,1
5795,2019,From 30 to 39,Female,Bahrain,Cairo University,1
5796,2019,From 20 to 29,Female,Turkestan,Unknown,1
5799,2019,From 20 to 29,Female,Saudi Arabia,Thamar University,1
5803,2019,From 20 to 29,Female,Spain,Unknown,1
5804,2019,From 20 to 29,Female,Sudan,Batterjee Medical College,1
5807,2019,From 20 to 29,Female,Tunisia,Unknown,1
5810,2019,From 20 to 29,Male,Afghanistan,Unknown,1
5812,2019,From 20 to 29,Male,Bangladesh,Unknown,1
5813,2019,From 20 to 29,Male,Belize,Unknown,1
5814,2019,From 20 to 29,Male,Iraq,Unknown,1
5815,2019,From 20 to 29,Male,Jordan,Riyadh Colleges Of Dentistry And Pharmacy,1
5817,2019,From 20 to 29,Male,Lebanon,Unknown,1
5818,2019,From 20 to 29,Male,Mauritania,Umm Al Qura University,1
5821,2019,From 30 to 39,Female,Bahrain,Arabian Gulf University,1
5822,2019,From 30 to 39,Female,Bahrain,Imam Abdulrahman Bin Faisal University,1
5823,2018,Unknown,Male,Canada,King Abdulaziz University,1
5824,2019,From 30 to 39,Female,Saudi Arabia,Dubai Medical College For Girls,1
5825,2019,From 30 to 39,Female,Pakistan,Liaquat Medical College,1
5826,2019,From 30 to 39,Female,Pakistan,Ministry Of Education In Saudi Arabia,1
5827,2019,From 30 to 39,Female,Pakistan,University Of Karachi,1
5828,2019,From 30 to 39,Female,Pakistan,University Of Veterinary & Animal Sciences,1
5829,2019,From 30 to 39,Female,Palestine,Cairo University,1
5830,2019,From 30 to 39,Female,Palestine,Unknown,1
5832,2019,From 30 to 39,Female,Saudi Arabia,Almaarefa University,1
5833,2019,From 30 to 39,Female,Saudi Arabia,Arab Development Institute (Private),1
5835,2019,From 30 to 39,Female,Saudi Arabia,Beirut Arab University,1
5837,2019,From 30 to 39,Female,Pakistan,Dubai Medical College For Girls,1
5840,2019,From 30 to 39,Female,Saudi Arabia,Jeddah University,1
5842,2019,From 30 to 39,Female,Saudi Arabia,King Abdulaziz Medical City,1
5846,2019,From 30 to 39,Female,Saudi Arabia,Maastricht University - Netherlands,1
5847,2019,From 30 to 39,Female,Saudi Arabia,Mansoura University - Egypt,1
5848,2019,From 30 to 39,Female,Saudi Arabia,Najran University,1
5849,2019,From 30 to 39,Female,Pakistan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5850,2019,From 30 to 39,Female,Pakistan,Armed Forces Post Graduate Medical Institute,1
5851,2019,From 30 to 39,Female,Bahrain,King Abdulaziz University,1
5852,2019,From 30 to 39,Female,India,Dubai Medical College For Girls,1
5853,2019,From 30 to 39,Female,Bahrain,King Saud University,1
5854,2019,From 30 to 39,Female,Bahrain,Royal College of Surgeons in Ireland - Bahrain,1
5855,2019,From 30 to 39,Female,Bahrain,University Of Bahrain,1
5857,2019,From 30 to 39,Female,Canada,Royal College of Surgeons in Ireland - Bahrain,1
5858,2019,From 30 to 39,Female,China,October 6 University - Egypt,1
5859,2019,From 30 to 39,Female,Egypt,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5861,2019,From 30 to 39,Female,Eritrea,Batterjee Medical College,1
5862,2019,From 30 to 39,Female,Eritrea,Cairo University,1
5863,2019,From 30 to 39,Female,Immigrant Tribes,Unknown,1
5864,2019,From 30 to 39,Female,India,Magadh University,1
5865,2019,From 30 to 39,Female,Lebanon,Kharkov State Medical University,1
5866,2019,From 30 to 39,Female,India,Ministry Of Education In Saudi Arabia,1
5867,2019,From 30 to 39,Female,India,Taibah University,1
5868,2019,From 30 to 39,Female,India,Umm Al Qura University,1
5869,2019,From 30 to 39,Female,Iraq,Unknown,1
5870,2019,From 30 to 39,Female,Jordan,University Of Baluchistan,1
5871,2019,From 30 to 39,Female,Jordan,University Of Jordan - Jordan,1
5872,2019,From 30 to 39,Female,Jordan,Unknown,1
5873,2019,From 30 to 39,Female,Kuwait,Arabian Gulf University,1
5874,2019,From 30 to 39,Female,Kuwait,Jordan University Of Science And Technology,1
5875,2019,From 30 to 39,Female,Kuwait,Unknown,1
5876,2019,From 30 to 39,Female,Lebanon,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5879,2019,From 20 to 29,Female,Saudi Arabia,Ministry Of Education In Saudi Arabia,1
5881,2018,Unknown,Male,Palestine,October 6 University - Egypt,1
5886,2018,Unknown,Male,Saudi Arabia,Arabian Gulf University,1
5888,2018,Unknown,Male,Saudi Arabia,Comenius University In Bratislava,1
5890,2018,Unknown,Male,Saudi Arabia,Health Affaires Of The National Guard,1
5892,2018,Unknown,Male,Saudi Arabia,Inaya Medical Science College,1
5893,2018,Unknown,Male,Palestine,King Saud University,1
5895,2018,Unknown,Male,Saudi Arabia,Jordan University Of Science And Technology,1
5901,2018,Unknown,Male,Saudi Arabia,Mohammed AlMana College for Medical Sciences,1
5905,2018,Unknown,Male,Palestine,Misr University For Science And Technology - Egypt,1
5907,2019,From 20 to 29,Female,Saudi Arabia,Maastricht University - Netherlands,1
5908,2018,Unknown,Male,Indonesia,Umm Al Qura University,1
5909,2018,Unknown,Male,Egypt,Cairo University,1
5910,2018,Unknown,Male,Egypt,Mansoura University - Egypt,1
5911,2018,Unknown,Male,Egypt,Qassim University,1
5912,2018,Unknown,Male,Egypt,Taibah University,1
5913,2018,Unknown,Male,Egypt,Umm Al Qura University,1
5915,2018,Unknown,Male,Eritrea,Alfaisal University,1
5916,2018,Unknown,Male,Eritrea,Unknown,1
5917,2018,Unknown,Male,Immigrant Tribes,King Abdulaziz University,1
5918,2018,Unknown,Male,Immigrant Tribes,University Of Kalamoon,1
5920,2018,Unknown,Male,Iraq,Almaarefa University,1
5922,2018,Unknown,Male,Iraq,King Saud University,1
5923,2018,Unknown,Male,Jordan,Alfaisal University,1
5924,2018,Unknown,Male,Jordan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5925,2018,Unknown,Male,Jordan,University Of Imam Muhammad Bin Saud Islamic University,1
5927,2018,Unknown,Male,Lebanon,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
5928,2018,Unknown,Male,Lebanon,King Abdulaziz University,1
5929,2018,Unknown,Male,Malaysia,King Abdulaziz University,1
5931,2018,Unknown,Male,Pakistan,Unknown,1
5932,2018,Unknown,Male,Palestine,Alfaisal University,1
5933,2018,Unknown,Male,Saudi Arabia,Omdurman Islamic University - Sudan,1
5936,2019,From 20 to 29,Female,Pakistan,Batterjee Medical College,1
