,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,University_Name,Number_of_Trainees
2345,2020,From 20 to 29,Female,Saudi Arabia,Arabian Gulf University,3
2346,2019,From 30 to 39,Female,Saudi Arabia,Alfaisal University,3
2347,2019,From 30 to 39,Female,Egypt,Unknown,3
2348,2017,Unknown,Female,Pakistan,Unknown,3
2349,2017,Unknown,Female,Egypt,Batterjee Medical College,3
2350,2017,Unknown,Female,Bahrain,Imam Abdulrahman Bin Faisal University,3
2351,2016,From 30 to 39,Male,Kuwait,Unknown,3
2352,2017,From 40 to 49,Male,Yemen,University of Aden,3
2353,2017,From 40 to 49,Male,Sudan,University Of Khartoum,3
2354,2016,From 30 to 39,Male,Jordan,Unknown,3
2355,2017,From 40 to 49,Male,Sudan,Omdurman Islamic University - Sudan,3
2356,2019,From 20 to 29,Male,United Arab Emirates,Unknown,3
2357,2018,From 20 to 29,Male,Jordan,Unknown,3
2358,2016,From 30 to 39,Female,Yemen,King Abdulaziz University,3
2359,2016,From 30 to 39,Female,Syria,Unknown,3
2360,2021,Unknown,Male,Saudi Arabia,Riyadh Elm University,3
2361,2020,From 20 to 29,Female,Saudi Arabia,Jazan University,3
2362,2020,Unknown,Male,Palestine,October 6 University - Egypt,3
2363,2019,From 20 to 29,Male,Saudi Arabia,Northern Borders University,3
2364,2018,From 20 to 29,Male,Saudi Arabia,Majmaah University,3
2365,2020,Unknown,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,3
2366,2017,From 30 to 39,Female,Saudi Arabia,Alfaisal University,3
2504,2017,From 40 to 49,Male,Sudan,University Of Juba,2
2507,2017,Less Than 20,Female,Saudi Arabia,King Abdulaziz University,2
2508,2017,Unknown,Female,Bahrain,King Abdulaziz University,2
2509,2020,Unknown,Female,Saudi Arabia,Arabian Gulf University,2
2510,2020,Less Than 20,Female,Saudi Arabia,King Abdulaziz University,2
2511,2017,From 40 to 49,Male,Syria,Tishreen University,2
2514,2017,From 50 to 59,Female,Jordan,Unknown,2
2515,2020,Unknown,Female,Egypt,King Abdulaziz University,2
2516,2017,From 40 to 49,Male,Sudan,University Of Gezira,2
2518,2020,Unknown,Female,Jordan,Unknown,2
2520,2017,From 40 to 49,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,2
2522,2020,Unknown,Female,Jordan,King Saud University,2
2523,2020,Unknown,Female,India,King Abdulaziz University,2
2524,2017,From 50 to 59,Male,Saudi Arabia,King Faisal University,2
2526,2017,From 40 to 49,Male,Yemen,Hadhramout University Of Science & Technology,2
2527,2017,From 40 to 49,Male,Yemen,King Abdulaziz University,2
2528,2020,From 40 to 49,Male,Saudi Arabia,Imam Abdulrahman Bin Faisal University,2
2529,2020,From 50 to 59,Male,Sudan,Unknown,2
2530,2020,From 30 to 39,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2535,2017,Unknown,Male,Egypt,King Saud University,2
2536,2020,From 40 to 49,Female,Bahrain,Unknown,2
2538,2020,From 30 to 39,Male,Yemen,Sana'A University - Yemen,2
2539,2020,From 30 to 39,Male,Yemen,King Abdulaziz University,2
2540,2020,From 30 to 39,Male,United Arab Emirates,Unknown,2
2542,2017,Unknown,Male,Jordan,King Saud University,2
2543,2020,From 30 to 39,Male,Syria,Almaarefa University,2
2545,2017,Unknown,Male,Lebanon,King Abdulaziz University,2
2546,2020,From 30 to 39,Male,Sudan,Omdurman Islamic University - Sudan,2
2547,2020,From 30 to 39,Male,Saudi Arabia,University Of Tabuk,2
2549,2017,Unknown,Male,Palestine,Omdurman Islamic University - Sudan,2
2551,2020,From 30 to 39,Male,Saudi Arabia,Saudi Commission For Health Specialties,2
2552,2020,From 30 to 39,Male,Saudi Arabia,October 6 University - Egypt,2
2553,2020,From 30 to 39,Male,Saudi Arabia,Mansoura University - Egypt,2
2557,2020,From 40 to 49,Female,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,2
2558,2017,Unknown,Female,Syria,King Saud University,2
2559,2017,Unknown,Female,Egypt,Alfaisal University,2
2560,2020,From 40 to 49,Male,Saudi Arabia,Saudi Commission For Health Specialties,2
2561,2017,Unknown,Female,India,King Abdulaziz University,2
2562,2020,From 40 to 49,Male,Syria,Unknown,2
2563,2017,Unknown,Female,Jordan,Almaarefa University,2
2564,2017,Unknown,Female,Jordan,King Abdulaziz University,2
2565,2017,Unknown,Female,Jordan,King Saud University,2
2566,2017,Unknown,Female,Kuwait,Unknown,2
2567,2020,From 40 to 49,Male,Sudan,University Of Gezira,2
2568,2017,Unknown,Female,Oman,Unknown,2
2569,2017,Unknown,Female,Pakistan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2570,2020,From 40 to 49,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,2
2571,2017,Unknown,Female,Palestine,King Saud University,2
2572,2017,Unknown,Female,Palestine,October 6 University - Egypt,2
2574,2017,Unknown,Female,Syria,King Abdulaziz University,2
2578,2017,Unknown,Female,Saudi Arabia,Prince Sattam Bin Abdulaziz University,2
2580,2020,From 40 to 49,Female,Yemen,Unknown,2
2583,2017,Unknown,Female,Somalia,Unknown,2
2584,2017,Unknown,Female,Sudan,King Abdulaziz University,2
2585,2017,Unknown,Female,Sudan,Omdurman Islamic University - Sudan,2
2586,2020,From 40 to 49,Female,Sudan,University Of Gezira,2
2588,2017,From 40 to 49,Female,Saudi Arabia,Al-Ghad International College For Applied Medical Sciences,2
2591,2017,From 30 to 39,Female,Pakistan,Dow University Of Health Sciences - Pakistan,2
2592,2021,From 20 to 29,Male,Sudan,Unknown,2
2593,2017,From 30 to 39,Female,India,Unknown,2
2594,2021,From 20 to 29,Male,United Arab Emirates,Unknown,2
2596,2017,From 30 to 39,Female,Egypt,Unknown,2
2598,2021,From 30 to 39,Female,Palestine,Unknown,2
2599,2017,From 20 to 29,Male,Syria,Unknown,2
2602,2017,From 20 to 29,Male,Saudi Arabia,University Of Hail,2
2605,2021,From 30 to 39,Female,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,2
2607,2021,From 20 to 29,Male,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,2
2608,2017,From 40 to 49,Male,Saudi Arabia,Jazan University,2
2611,2021,From 20 to 29,Female,Somalia,Unknown,2
2613,2017,From 30 to 39,Female,Sudan,University Of Khartoum,2
2614,2021,From 20 to 29,Female,United Arab Emirates,United Arab Emirates University,2
2615,2017,From 30 to 39,Female,Sudan,Sudan University Of Science And Technology,2
2617,2017,From 30 to 39,Female,Sudan,King Abdulaziz University,2
2618,2021,From 20 to 29,Female,United States,Unknown,2
2619,2021,From 20 to 29,Female,Yemen,King Abdulaziz University,2
2621,2021,From 20 to 29,Male,India,Unknown,2
2622,2017,From 30 to 39,Female,Saudi Arabia,Mansoura University - Egypt,2
2624,2017,From 30 to 39,Female,Saudi Arabia,Fakeeh College For Medical Sciences,2
2628,2017,From 20 to 29,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2629,2016,Unknown,Male,Yemen,Umm Al Qura University,2
2630,2016,Unknown,Male,United Arab Emirates,Unknown,2
2634,2016,Unknown,Male,Sudan,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2635,2021,From 30 to 39,Male,Saudi Arabia,Northern Borders University,2
2636,2021,From 30 to 39,Male,Saudi Arabia,October 6 University - Egypt,2
2637,2021,From 30 to 39,Male,Saudi Arabia,Taibah University,2
2639,2016,Unknown,Male,Saudi Arabia,Najran University,2
2643,2016,Unknown,Male,Saudi Arabia,Almaarefa University,2
2644,2017,From 20 to 29,Female,Bahrain,Royal College of Surgeons in Ireland - Bahrain,2
2645,2017,From 20 to 29,Female,Bahrain,Unknown,2
2646,2021,From 30 to 39,Male,Pakistan,Unknown,2
2647,2017,From 20 to 29,Female,Sudan,Unknown,2
2649,2017,From 20 to 29,Male,Saudi Arabia,Albaha University,2
2651,2021,From 30 to 39,Female,Saudi Arabia,University Of Tabuk,2
2652,2017,From 20 to 29,Male,Bahrain,Unknown,2
2655,2017,From 20 to 29,Female,Saudi Arabia,Batterjee Medical College,2
2657,2021,From 30 to 39,Female,Yemen,Unknown,2
2658,2021,From 30 to 39,Male,Afghanistan,Unknown,2
2663,2017,From 30 to 39,Female,Yemen,Batterjee Medical College,2
2664,2017,From 30 to 39,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2665,2017,From 30 to 39,Male,Syria,Unknown,2
2668,2020,Unknown,Male,Kuwait,Unknown,2
2669,2020,Unknown,Male,Pakistan,Umm Al Qura University,2
2671,2020,Unknown,Male,Palestine,King Abdulaziz University,2
2672,2017,From 40 to 49,Female,Pakistan,Unknown,2
2673,2020,Unknown,Male,Palestine,Misr University For Science And Technology - Egypt,2
2675,2020,Unknown,Male,Saudi Arabia,Arabian Gulf University,2
2676,2020,Unknown,Male,Saudi Arabia,Buraydah Colleges,2
2677,2017,From 40 to 49,Female,Bahrain,Unknown,2
2678,2017,From 40 to 49,Female,Algeria,King Abdulaziz University,2
2679,2017,From 30 to 39,Male,Yemen,Umm Al Qura University,2
2680,2017,From 30 to 39,Male,Yemen,King Saud University,2
2682,2017,From 40 to 49,Female,Saudi Arabia,Qassim University,2
2683,2017,From 40 to 49,Female,Sudan,Ahfad University for Women,2
2685,2020,Unknown,Female,Sudan,Omdurman Islamic University - Sudan,2
2686,2017,From 40 to 49,Male,Palestine,Unknown,2
2687,2020,Unknown,Female,Sudan,University Of Khartoum,2
2688,2020,Unknown,Female,Syria,Unknown,2
2689,2017,From 40 to 49,Male,Kuwait,October 6 University - Egypt,2
2691,2017,From 40 to 49,Male,Egypt,Tanta University,2
2692,2017,From 40 to 49,Female,Sudan,King Abdulaziz University,2
2693,2017,From 40 to 49,Male,Egypt,Alexandria University,2
2694,2020,Unknown,Male,Egypt,King Saud University,2
2695,2017,From 40 to 49,Female,Yemen,King Abdulaziz University,2
2696,2020,Unknown,Male,India,King Abdulaziz University,2
2697,2017,From 40 to 49,Female,Sudan,University Of Gezira,2
2698,2017,From 40 to 49,Female,Sudan,Omdurman Islamic University - Sudan,2
2700,2017,From 30 to 39,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2702,2017,From 30 to 39,Male,Syria,Almaarefa University,2
2703,2017,From 30 to 39,Male,Saudi Arabia,Almaarefa University,2
2704,2017,From 30 to 39,Male,Saudi Arabia,Alexandria University,2
2705,2017,From 30 to 39,Male,Palestine,Misr University For Science And Technology - Egypt,2
2706,2021,From 20 to 29,Female,Indonesia,Unknown,2
2707,2017,From 30 to 39,Male,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2708,2021,From 20 to 29,Female,Pakistan,Dow University Of Health Sciences - Pakistan,2
2709,2021,From 20 to 29,Female,Saudi Arabia,Almaarefa University,2
2711,2017,From 30 to 39,Male,India,King Abdulaziz University,2
2712,2021,From 20 to 29,Female,Saudi Arabia,Jazan University,2
2713,2017,From 30 to 39,Male,Egypt,Unknown,2
2714,2017,From 30 to 39,Male,Egypt,King Abdulaziz University,2
2715,2017,From 30 to 39,Male,Bahrain,Unknown,2
2716,2021,From 20 to 29,Female,Saudi Arabia,Northern Borders University,2
2717,2021,From 20 to 29,Female,Saudi Arabia,Riyadh Colleges Of Dentistry And Pharmacy,2
2718,2021,From 20 to 29,Female,Ethiopia,Unknown,2
2719,2021,From 20 to 29,Female,Canada,Unknown,2
2721,2020,Unknown,Male,Saudi Arabia,University Of Karachi,2
2724,2017,From 30 to 39,Male,Sudan,University Of Gezira,2
2725,2017,From 30 to 39,Male,Sudan,Al Neelain University,2
2728,2020,Unknown,Male,Saudi Arabia,University Of Science And Technology - Yemen,2
2731,2017,From 30 to 39,Male,Saudi Arabia,Sulaiman Al Rajhi University,2
2733,2020,Unknown,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2734,2017,From 30 to 39,Male,Saudi Arabia,Najran University,2
2736,2017,Unknown,Male,Saudi Arabia,Shaqra University,2
2739,2018,From 40 to 49,Male,Syria,Tishreen University,2
2740,2018,Unknown,Male,India,King Abdulaziz University,2
2743,2019,From 40 to 49,Male,Saudi Arabia,King Faisal University,2
2744,2018,Unknown,Male,Egypt,King Saud University,2
2746,2018,Unknown,Male,Egypt,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2747,2019,From 40 to 49,Male,Saudi Arabia,Saudi Commission For Health Specialties,2
2748,2019,From 40 to 49,Male,Saudi Arabia,Taibah University,2
2749,2019,From 40 to 49,Male,Saudi Arabia,University Of Imam Muhammad Bin Saud Islamic University,2
2750,2019,From 40 to 49,Male,Sudan,Omdurman Islamic University - Sudan,2
2751,2019,From 40 to 49,Male,Sudan,University Of Juba,2
2752,2018,Unknown,Female,Syria,King Saud University,2
2753,2018,Unknown,Female,Syria,King Abdulaziz University,2
2756,2018,Unknown,Male,Jordan,King Saud University,2
2757,2019,From 40 to 49,Male,Egypt,Zagazig University - Egypt,2
2758,2019,From 40 to 49,Female,Sudan,University Of Gezira,2
2762,2019,From 40 to 49,Female,Saudi Arabia,King Saud Bin Abdulaziz University For Health Scinces,2
2763,2019,From 40 to 49,Female,Saudi Arabia,Saudi Commission For Health Specialties,2
2765,2019,From 40 to 49,Female,Sudan,University Of Khartoum,2
2766,2018,Unknown,Male,Palestine,Omdurman Islamic University - Sudan,2
2770,2019,From 40 to 49,Female,Yemen,University of Aden,2
2772,2019,From 40 to 49,Female,Yemen,Unknown,2
2773,2019,From 40 to 49,Male,Yemen,University of Aden,2
2774,2018,Unknown,Female,Saudi Arabia,Prince Sattam Bin Abdulaziz University,2
2775,2019,From 50 to 59,Female,Saudi Arabia,Unknown,2
2776,2018,Less Than 20,Female,Saudi Arabia,King Abdulaziz University,2
2779,2019,Unknown,Female,Kuwait,Unknown,2
2780,2018,Unknown,Female,Bahrain,King Abdulaziz University,2
2781,2019,Unknown,Female,Palestine,King Saud University,2
2782,2019,Unknown,Female,Palestine,October 6 University - Egypt,2
2784,2019,Unknown,Female,Jordan,King Abdulaziz University,2
2785,2019,Unknown,Female,Saudi Arabia,Princess Nora Bint Abdul Rahman University,2
2787,2019,Unknown,Female,Saudi Arabia,Riyadh Elm University,2
2789,2018,From 40 to 49,Male,Yemen,King Abdulaziz University,2
2790,2018,From 40 to 49,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
2791,2019,Unknown,Female,Jordan,King Saud University,2
2792,2019,Unknown,Female,Jordan,Almaarefa University,2
2798,2019,From 50 to 59,Male,Sudan,Unknown,2
2800,2019,Less Than 20,Female,Saudi Arabia,King Abdulaziz University,2
2801,2018,Unknown,Female,Palestine,October 6 University - Egypt,2
2802,2018,Unknown,Female,India,King Abdulaziz University,2
2803,2018,Unknown,Female,Palestine,King Saud University,2
2804,2018,Unknown,Female,Kuwait,Unknown,2
2805,2018,Unknown,Female,Jordan,King Saud University,2
2806,2018,Unknown,Female,Jordan,King Abdulaziz University,2
2807,2018,Unknown,Female,Jordan,Almaarefa University,2
2808,2019,Unknown,Female,India,King Abdulaziz University,2
2811,2018,Unknown,Male,Saudi Arabia,Shaqra University,2
2813,2019,From 20 to 29,Male,Syria,Unknown,2
2814,2019,From 30 to 39,Male,Jordan,Unknown,2
2815,2019,From 30 to 39,Male,Kuwait,October 6 University - Egypt,2
2816,2019,From 20 to 29,Male,Saudi Arabia,University Of Hail,2
2819,2019,From 30 to 39,Male,Palestine,Unknown,2
2820,2019,From 30 to 39,Male,Egypt,Zagazig University - Egypt,2
2824,2019,From 30 to 39,Male,Saudi Arabia,Alexandria University,2
2825,2019,From 20 to 29,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,2
