,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Trainee_Level_Name,Number_of_Trainees
3200,2018,From 30 to 39,Male,Tunisia,R3,1
3201,2020,From 30 to 39,Female,Mali,F1,1
3202,2018,From 40 to 49,Female,Jordan,R3,1
3203,2021,Unknown,Female,Syria,R1,1
3204,2018,From 40 to 49,Female,Jordan,R5,1
3205,2021,Unknown,Female,Yemen,F3,1
3206,2020,From 30 to 39,Female,Pakistan,R2,1
3207,2018,From 30 to 39,Male,Syria,R5,1
3208,2019,Unknown,Female,Morocco,R5,1
3209,2019,Unknown,Female,Oman,R3,1
3210,2018,From 40 to 49,Female,Kuwait,F1,1
3211,2018,From 40 to 49,Female,Kuwait,F2,1
3212,2021,Unknown,Female,Yemen,R3,1
3213,2021,Unknown,Female,Yemen,R4,1
3214,2018,From 30 to 39,Male,United Arab Emirates,R4,1
3215,2018,From 30 to 39,Male,United Kingdom,R2,1
3216,2020,From 30 to 39,Female,Kuwait,F2,1
3217,2021,Unknown,Female,Turkey,F1,1
3218,2018,From 30 to 39,Male,Yemen,R1,1
3219,2021,Unknown,Female,Syria,R5,1
3220,2020,From 30 to 39,Female,Thailand,R3,1
3221,2020,From 30 to 39,Female,Turkey,R3,1
3222,2018,From 30 to 39,Male,Yemen,R2,1
3223,2018,From 40 to 49,Female,India,R4,1
3224,2020,From 30 to 39,Female,Syria,R2,1
3225,2020,From 30 to 39,Female,United Arab Emirates,F1,1
3226,2021,Unknown,Female,Turkmenistan,R4,1
3227,2021,Unknown,Female,United States,R1,1
3228,2018,From 40 to 49,Female,India,R5,1
3229,2018,From 40 to 49,Female,Indonesia,R3,1
3230,2020,From 30 to 39,Female,Lebanon,R3,1
3231,2021,Unknown,Female,United States,F2,1
3232,2018,From 30 to 39,Male,Yemen,D1,1
3233,2018,From 30 to 39,Male,United Kingdom,R3,1
3234,2019,Unknown,Female,Kuwait,F2,1
3235,2020,From 30 to 39,Female,Kuwait,F3,1
3236,2020,From 30 to 39,Female,Syria,D1,1
3237,2021,Unknown,Female,Syria,F2,1
3238,2021,Unknown,Male,Jordan,F2,1
3239,2018,From 40 to 49,Female,Pakistan,D1,1
3240,2021,Unknown,Male,Egypt,R4,1
3241,2018,From 40 to 49,Female,Algeria,R4,1
3242,2018,From 40 to 49,Female,Algeria,R5,1
3243,2021,From 60 to 69,Female,Sudan,R5,1
3244,2021,From 50 to 59,Male,Federated States Of Micronesia,F2,1
3245,2020,From 30 to 39,Female,United Arab Emirates,R1,1
3246,2021,From 50 to 59,Female,Yemen,F3,1
3247,2020,From 30 to 39,Female,Jordan,D2,1
3248,2021,Unknown,Male,Eritrea,F2,1
3249,2021,From 40 to 49,Male,Yemen,F3,1
3250,2021,Unknown,Male,Immigrant Tribes,D2,1
3251,2021,Unknown,Male,India,F1,1
3252,2021,Unknown,Male,India,R1,1
3253,2020,From 30 to 39,Female,Iraq,R2,1
3254,2021,Unknown,Male,Indonesia,R5,1
3255,2020,From 30 to 39,Female,India,R5,1
3256,2018,From 40 to 49,Female,Pakistan,F3,1
3257,2021,Unknown,Male,Iraq,R1,1
3258,2020,From 30 to 39,Female,India,R3,1
3259,2021,From 80 to 89,Male,Saudi Arabia,R4,1
3260,2021,Unknown,Male,Egypt,F2,1
3261,2018,From 30 to 39,Male,Somalia,R3,1
3262,2021,Unknown,Male,Bahrain,R5,1
3263,2021,Unknown,Female,Sudan,R4,1
3264,2021,Unknown,Female,Bahrain,F2,1
3265,2021,Unknown,Female,Egypt,R1,1
3266,2018,From 40 to 49,Female,India,F2,1
3267,2019,Unknown,Female,Jordan,R6,1
3268,2018,From 30 to 39,Male,Syria,R2,1
3269,2021,Unknown,Male,Afghanistan,R5,1
3270,2021,Unknown,Male,Bahrain,D2,1
3271,2021,Unknown,Female,Sudan,F3,1
3272,2018,From 30 to 39,Male,Sudan,D1,1
3273,2021,Less Than 20,Female,Saudi Arabia,R4,1
3274,2020,From 30 to 39,Female,Jordan,R4,1
3275,2018,From 30 to 39,Male,Sudan,R4,1
3276,2021,Unknown,Male,Bangladesh,D1,1
3277,2018,From 40 to 49,Female,Egypt,R4,1
3278,2020,From 30 to 39,Female,Palestine,F1,1
3279,2020,From 30 to 39,Female,Jordan,F2,1
3280,2021,Unknown,Male,Egypt,F1,1
3281,2021,Unknown,Male,India,F2,1
3282,2020,From 20 to 29,Male,Lebanon,R2,1
3283,2018,From 30 to 39,Male,Jordan,R4,1
3284,2018,From 20 to 29,Female,Jordan,R3,1
3285,2020,From 20 to 29,Male,Algeria,R3,1
3286,2022,From 40 to 49,Female,Pakistan,F2,1
3287,2022,From 40 to 49,Female,Saudi Arabia,D1,1
3288,2020,From 20 to 29,Male,Afghanistan,R2,1
3289,2022,From 40 to 49,Female,Sudan,F2,1
3290,2018,From 20 to 29,Female,Palestine,R3,1
3291,2022,From 40 to 49,Female,United Arab Emirates,F1,1
3292,2022,From 40 to 49,Female,Yemen,F1,1
3293,2022,From 40 to 49,Female,Yemen,F3,1
3294,2020,From 20 to 29,Female,Yemen,R5,1
3295,2018,From 20 to 29,Female,Pakistan,R3,1
3296,2020,From 20 to 29,Female,Yemen,D1,1
3297,2020,From 20 to 29,Female,United Kingdom,R1,1
3298,2018,From 20 to 29,Female,Oman,R1,1
3299,2020,From 20 to 29,Female,United Arab Emirates,R4,1
3300,2022,From 40 to 49,Male,Palestine,F2,1
3301,2018,From 20 to 29,Female,India,R3,1
3302,2022,From 40 to 49,Male,Egypt,F3,1
3303,2020,From 20 to 29,Female,Bangladesh,R1,1
3304,2018,From 20 to 29,Female,Ethiopia,R1,1
3305,2018,From 20 to 29,Female,Egypt,R3,1
3306,2018,From 20 to 29,Female,Egypt,R2,1
3307,2022,From 40 to 49,Male,Pakistan,F1,1
3308,2018,From 20 to 29,Female,Belgium,R3,1
3309,2018,From 20 to 29,Female,Bangladesh,R2,1
3310,2020,From 20 to 29,Female,Bangladesh,R3,1
3311,2018,From 20 to 29,Female,Bangladesh,R1,1
3312,2020,From 20 to 29,Female,Bangladesh,R4,1
3313,2020,From 20 to 29,Female,Turkestan,R3,1
3314,2020,From 20 to 29,Female,Canada,R1,1
3315,2020,From 20 to 29,Male,Bahrain,F1,1
3316,2018,From 20 to 29,Female,Sudan,R2,1
3317,2022,From 40 to 49,Female,Jordan,F2,1
3318,2018,From 20 to 29,Female,Tunisia,R1,1
3319,2018,From 20 to 29,Male,Saudi Arabia,F1,1
3320,2022,From 30 to 39,Male,Syria,F1,1
3321,2020,From 20 to 29,Male,Egypt,R3,1
3322,2022,From 30 to 39,Male,Syria,F2,1
3323,2019,Unknown,Male,Sudan,R2,1
3324,2018,From 20 to 29,Male,Saudi Arabia,D2,1
3325,2022,From 30 to 39,Male,Tunisia,F1,1
3326,2022,From 30 to 39,Male,Unknown,F2,1
3327,2020,From 20 to 29,Male,Belize,R3,1
3328,2018,From 20 to 29,Male,Palestine,F2,1
3329,2018,From 20 to 29,Male,Mauritania,R3,1
3330,2018,From 20 to 29,Male,Kuwait,R1,1
3331,2020,From 20 to 29,Male,Bangladesh,R2,1
3332,2018,From 20 to 29,Male,Jordan,F3,1
3333,2018,From 20 to 29,Male,Iraq,R1,1
3334,2018,From 20 to 29,Male,India,R1,1
3335,2022,From 30 to 39,Male,Yemen,F3,1
3336,2018,From 20 to 29,Male,Immigrant Tribes,R1,1
3337,2018,From 20 to 29,Male,Egypt,R1,1
3338,2018,From 20 to 29,Male,Belize,R1,1
3339,2018,From 20 to 29,Male,Bahrain,R4,1
3340,2018,From 20 to 29,Male,Bahrain,R2,1
3341,2022,From 40 to 49,Female,Bahrain,F1,1
3342,2018,From 20 to 29,Male,Algeria,R1,1
3343,2019,Unknown,Male,Syria,D2,1
3344,2022,From 40 to 49,Female,Bahrain,F3,1
3345,2022,From 40 to 49,Female,Egypt,F1,1
3346,2018,From 20 to 29,Female,United Arab Emirates,R1,1
3347,2018,From 20 to 29,Female,Turkestan,R1,1
3348,2022,From 40 to 49,Male,Pakistan,F2,1
3349,2020,From 20 to 29,Female,Canada,R2,1
3350,2019,Unknown,Male,Sudan,F2,1
3351,2017,Unknown,Male,Sudan,R1,1
3352,2022,Unknown,Female,United States,F3,1
3353,2020,From 20 to 29,Female,Sudan,R1,1
3354,2020,From 20 to 29,Female,Iran,R1,1
3355,2017,Unknown,Male,Palestine,R1,1
3356,2017,Unknown,Male,Syria,F1,1
3357,2017,Unknown,Male,Syria,D1,1
3358,2022,Unknown,Female,Yemen,F3,1
3359,2020,From 20 to 29,Female,Spain,R2,1
3360,2020,From 20 to 29,Female,Saudi Arabia,Unknown,1
3361,2022,Unknown,Male,Bangladesh,D2,1
3362,2022,Unknown,Male,Egypt,F2,1
3363,2022,Unknown,Male,Immigrant Tribes,F1,1
3364,2022,Unknown,Male,India,F2,1
3365,2022,Unknown,Male,India,F3,1
3366,2022,Unknown,Male,Jordan,F1,1
3367,2022,From 40 to 49,Male,Saudi Arabia,D1,1
3368,2020,From 20 to 29,Female,Jordan,R1,1
3369,2022,Unknown,Male,Lebanon,F2,1
3370,2017,Unknown,Male,Somalia,R1,1
3371,2017,Unknown,Male,Saudi Arabia,Unknown,1
3372,2020,From 20 to 29,Female,Jordan,R3,1
3373,2020,From 20 to 29,Female,Jordan,R5,1
3374,2020,From 20 to 29,Female,Kuwait,R2,1
3375,2020,From 20 to 29,Female,Libya,R2,1
3376,2020,From 20 to 29,Female,New Zealand,R2,1
3377,2020,From 20 to 29,Female,Saudi Arabia,F1,1
3378,2022,Unknown,Male,Sudan,D2,1
3379,2022,Unknown,Male,Syria,F1,1
3380,2017,Unknown,Male,Palestine,R5,1
3381,2022,Unknown,Male,Yemen,D1,1
3382,2022,Unknown,Female,United Arab Emirates,F1,1
3383,2020,From 20 to 29,Female,Indonesia,R2,1
3384,2022,Unknown,Female,Turkey,F2,1
3385,2017,Unknown,Male,United Arab Emirates,F2,1
3386,2022,From 40 to 49,Male,Saudi Arabia,D2,1
3387,2020,From 20 to 29,Female,Tunisia,R3,1
3388,2020,From 20 to 29,Female,Syria,R3,1
3389,2022,From 40 to 49,Male,Sudan,F3,1
3390,2022,From 40 to 49,Male,Yemen,F2,1
3391,2022,From 40 to 49,Male,Yemen,F3,1
3392,2020,From 20 to 29,Female,Sudan,R4,1
3393,2017,Unknown,Male,Yemen,R5,1
3394,2022,From 50 to 59,Female,Egypt,F1,1
3395,2022,From 50 to 59,Male,Pakistan,F1,1
3396,2020,From 20 to 29,Female,Egypt,R4,1
3397,2022,Unknown,Female,France,F2,1
3398,2022,Unknown,Female,India,F1,1
3399,2022,Unknown,Female,India,Unknown,1
3400,2022,Unknown,Female,Iraq,F1,1
3401,2020,From 20 to 29,Female,Egypt,R5,1
3402,2020,From 20 to 29,Female,Ethiopia,R3,1
3403,2022,Unknown,Female,Jordan,F1,1
3404,2020,From 20 to 29,Female,Immigrant Tribes,D1,1
3405,2022,Unknown,Female,Jordan,F2,1
3406,2022,Unknown,Female,Lebanon,F3,1
3407,2020,From 20 to 29,Female,Immigrant Tribes,D2,1
3408,2022,Unknown,Female,Palestine,F2,1
3409,2022,Unknown,Female,Palestine,F3,1
3410,2017,Unknown,Male,United Kingdom,R3,1
3411,2022,Unknown,Female,Saudi Arabia,R4,1
3412,2022,Unknown,Female,Sudan,F1,1
3413,2022,Unknown,Female,Sudan,F3,1
3414,2017,Unknown,Male,United Arab Emirates,R6,1
3415,2022,From 30 to 39,Male,Somalia,F1,1
3416,2020,From 20 to 29,Male,Immigrant Tribes,R3,1
3417,2018,From 30 to 39,Male,Jordan,F2,1
3418,2019,Unknown,Male,Indonesia,R3,1
3419,2022,From 20 to 29,Female,India,F2,1
3420,2019,Unknown,Male,Eritrea,R4,1
3421,2019,Unknown,Male,Immigrant Tribes,R3,1
3422,2022,From 20 to 29,Female,Yemen,F2,1
3423,2022,From 20 to 29,Male,Mauritania,F2,1
3424,2022,From 20 to 29,Male,Saudi Arabia,D1,1
3425,2022,From 20 to 29,Male,Syria,F2,1
3426,2018,From 30 to 39,Female,Turkey,R1,1
3427,2018,From 30 to 39,Female,Thailand,R1,1
3428,2019,Unknown,Male,Immigrant Tribes,R4,1
3429,2018,From 30 to 39,Female,Syria,R3,1
3430,2019,Unknown,Male,India,F1,1
3431,2018,From 30 to 39,Female,Syria,R2,1
3432,2022,From 30 to 39,Female,Bahrain,F3,1
3433,2018,From 30 to 39,Female,Syria,F1,1
3434,2022,From 30 to 39,Female,Palestine,F1,1
3435,2018,From 30 to 39,Female,Sudan,R5,1
3436,2018,From 30 to 39,Female,Sudan,R4,1
3437,2019,Unknown,Male,Jordan,F2,1
3438,2019,Unknown,Male,Jordan,R1,1
3439,2018,From 30 to 39,Female,Sudan,R1,1
3440,2018,From 30 to 39,Female,Somalia,D1,1
3441,2019,Unknown,Male,Jordan,R5,1
3442,2022,From 30 to 39,Female,Egypt,F1,1
3443,2019,Unknown,Male,Kuwait,R3,1
3444,2022,From 30 to 39,Female,India,F1,1
3445,2019,Unknown,Male,Malaysia,R3,1
3446,2022,From 30 to 39,Female,Jordan,R3,1
3447,2019,Unknown,Male,Mauritania,F1,1
3448,2019,Unknown,Male,Oman,F1,1
3449,2022,From 20 to 29,Female,Bangladesh,F1,1
3450,2020,From 20 to 29,Male,Somalia,R1,1
3451,2020,From 20 to 29,Male,Spain,R2,1
3452,2020,From 20 to 29,Male,Sudan,R3,1
3453,2021,Unknown,Male,Sudan,D1,1
3454,2018,From 30 to 39,Male,Iraq,R4,1
3455,2018,From 30 to 39,Male,Iraq,R3,1
3456,2019,Unknown,Male,Afghanistan,R3,1
3457,2018,From 30 to 39,Male,India,F2,1
3458,2018,From 30 to 39,Male,Immigrant Tribes,R2,1
3459,2018,From 30 to 39,Male,Immigrant Tribes,D1,1
3460,2018,From 30 to 39,Male,Eritrea,R3,1
3461,2018,From 30 to 39,Male,Egypt,R4,1
3462,2019,Unknown,Male,Bahrain,R4,1
3463,2018,From 30 to 39,Male,Egypt,R2,1
3464,2019,Unknown,Male,Canada,R4,1
3465,2018,From 30 to 39,Male,Canada,R2,1
3466,2018,From 30 to 39,Male,Bangladesh,R3,1
3467,2018,From 30 to 39,Male,Bahrain,R5,1
3468,2018,From 30 to 39,Male,Bahrain,R4,1
3469,2018,From 30 to 39,Male,Bahrain,R3,1
3470,2020,From 20 to 29,Male,United States,R2,1
3471,2018,From 30 to 39,Female,Yemen,R5,1
3472,2021,Unknown,Male,Sudan,F3,1
3473,2018,From 30 to 39,Female,Yemen,R4,1
3474,2021,Unknown,Male,Sudan,R4,1
3475,2018,From 30 to 39,Female,Yemen,R2,1
3476,2018,From 30 to 39,Female,Yemen,R1,1
3477,2019,Unknown,Male,Egypt,F3,1
3478,2018,From 30 to 39,Female,United States,R3,1
3479,2018,From 30 to 39,Female,United Kingdom,R5,1
3480,2020,From 20 to 29,Male,United Arab Emirates,R2,1
3481,2020,From 20 to 29,Male,Syria,R1,1
3482,2022,From 30 to 39,Female,Pakistan,F1,1
3483,2022,From 30 to 39,Female,Saudi Arabia,D2,1
3484,2018,From 20 to 29,Male,Saudi Arabia,F2,1
3485,2022,From 30 to 39,Male,Malta,F3,1
3486,2020,From 20 to 29,Male,Jordan,R2,1
3487,2018,From 30 to 39,Female,Eritrea,R2,1
3488,2018,From 30 to 39,Female,Egypt,R2,1
3489,2018,From 30 to 39,Female,Egypt,R1,1
3490,2018,From 30 to 39,Female,Egypt,F2,1
3491,2020,From 20 to 29,Male,Jordan,D2,1
3492,2018,From 30 to 39,Female,China,R3,1
3493,2020,From 20 to 29,Male,Iraq,R3,1
3494,2018,From 30 to 39,Female,Canada,R1,1
3495,2022,From 30 to 39,Male,Kuwait,F2,1
3496,2018,From 30 to 39,Female,Bahrain,R5,1
3497,2018,From 30 to 39,Female,Bahrain,R4,1
3498,2020,From 20 to 29,Male,India,R3,1
3499,2022,From 30 to 39,Male,Kuwait,F3,1
3500,2018,From 30 to 39,Female,Bahrain,F2,1
3501,2019,Unknown,Male,Pakistan,R5,1
3502,2018,From 30 to 39,Female,Bahrain,F1,1
3503,2018,From 30 to 39,Female,Bahrain,D2,1
3504,2022,From 30 to 39,Male,Nigeria,F2,1
3505,2018,From 20 to 29,Male,Syria,R4,1
3506,2018,From 20 to 29,Male,Syria,R3,1
3507,2018,From 20 to 29,Male,Sudan,R3,1
3508,2018,From 20 to 29,Male,Sudan,R1,1
3509,2022,From 30 to 39,Male,Pakistan,F1,1
3510,2020,From 20 to 29,Male,India,R2,1
3511,2019,Unknown,Male,Somalia,R3,1
3512,2022,From 30 to 39,Male,Pakistan,F2,1
3513,2022,From 30 to 39,Male,Saudi Arabia,D1,1
3514,2022,From 30 to 39,Male,Saudi Arabia,D2,1
3515,2018,From 20 to 29,Male,Saudi Arabia,F3,1
3516,2022,From 30 to 39,Male,Jordan,F1,1
3517,2018,From 30 to 39,Female,Eritrea,R3,1
3518,2022,From 30 to 39,Male,Iraq,F1,1
3519,2022,From 30 to 39,Male,India,F2,1
3520,2019,Unknown,Female,Ethiopia,F1,1
3521,2022,From 30 to 39,Female,Syria,F1,1
3522,2018,From 30 to 39,Female,Palestine,R2,1
3523,2018,From 30 to 39,Female,Palestine,F1,1
3524,2018,From 30 to 39,Female,Pakistan,R4,1
3525,2022,From 30 to 39,Female,United Arab Emirates,F1,1
3526,2020,From 20 to 29,Male,Kuwait,R3,1
3527,2018,From 30 to 39,Female,Mauritania,R4,1
3528,2018,From 30 to 39,Female,Lebanon,R3,1
3529,2020,From 20 to 29,Male,Kuwait,R2,1
3530,2018,From 30 to 39,Female,Lebanon,R1,1
3531,2018,From 30 to 39,Female,Kuwait,R4,1
3532,2018,From 30 to 39,Female,Kuwait,R3,1
3533,2018,From 30 to 39,Female,Kuwait,R2,1
3534,2018,From 30 to 39,Female,Kuwait,F2,1
3535,2018,From 30 to 39,Female,Kuwait,F1,1
3536,2018,From 30 to 39,Female,Jordan,R2,1
3537,2018,From 30 to 39,Female,Jordan,F1,1
3538,2018,From 30 to 39,Female,India,R5,1
3539,2020,From 20 to 29,Male,Kuwait,R1,1
3540,2022,From 30 to 39,Male,Bahrain,F1,1
3541,2022,From 30 to 39,Male,Bahrain,F2,1
3542,2022,From 30 to 39,Male,Bangladesh,F2,1
3543,2022,From 30 to 39,Male,Egypt,F3,1
3544,2022,From 30 to 39,Male,Federated States Of Micronesia,F2,1
3545,2022,From 30 to 39,Male,Federated States Of Micronesia,F3,1
3546,2022,From 30 to 39,Male,Immigrant Tribes,F1,1
3547,2018,From 30 to 39,Female,India,R1,1
3548,2018,From 30 to 39,Female,India,F1,1
3549,2020,From 30 to 39,Female,Yemen,F2,1
3550,2019,From 50 to 59,Male,Yemen,F3,1
3551,2020,From 30 to 39,Female,Yemen,R2,1
3552,2019,From 20 to 29,Female,Bangladesh,R3,1
3553,2021,From 20 to 29,Female,Turkestan,R4,1
3554,2021,From 20 to 29,Female,Tunisia,R4,1
3555,2020,From 50 to 59,Male,Sudan,F3,1
3556,2020,From 50 to 59,Male,Yemen,F2,1
3557,2019,From 20 to 29,Female,Bangladesh,R2,1
3558,2020,From 70 to 79,Female,Saudi Arabia,R5,1
3559,2019,From 20 to 29,Female,Belgium,R4,1
3560,2019,From 30 to 39,Male,Palestine,R3,1
3561,2019,From 20 to 29,Female,Canada,R1,1
3562,2019,From 30 to 39,Male,Palestine,D2,1
3563,2019,From 20 to 29,Female,Egypt,R3,1
3564,2019,From 20 to 29,Female,Egypt,R4,1
3565,2019,From 30 to 39,Male,Pakistan,R4,1
3566,2019,From 30 to 39,Male,Pakistan,R3,1
3567,2020,From 50 to 59,Male,Saudi Arabia,R5,1
3568,2019,From 30 to 39,Male,Palestine,R4,1
3569,2021,From 20 to 29,Male,Algeria,R4,1
3570,2018,Unknown,Male,United Arab Emirates,R6,1
3571,2021,From 20 to 29,Female,Yemen,R6,1
3572,2019,From 30 to 39,Male,Palestine,R5,1
3573,2020,From 50 to 59,Female,Egypt,F2,1
3574,2021,From 20 to 29,Female,Yemen,F1,1
3575,2021,From 20 to 29,Female,Yemen,D2,1
3576,2018,Unknown,Male,United Arab Emirates,F3,1
3577,2018,Unknown,Male,United Kingdom,R4,1
3578,2021,From 20 to 29,Female,United Kingdom,R2,1
3579,2020,From 50 to 59,Female,Pakistan,F3,1
3580,2021,From 20 to 29,Female,Yemen,D1,1
3581,2020,From 50 to 59,Female,Saudi Arabia,D2,1
3582,2020,From 50 to 59,Female,Yemen,F2,1
3583,2020,From 50 to 59,Male,Egypt,F3,1
3584,2020,From 50 to 59,Male,Federated States Of Micronesia,F1,1
3585,2019,From 30 to 39,Male,Nigeria,R4,1
3586,2019,From 20 to 29,Female,Ethiopia,R2,1
3587,2019,From 30 to 39,Male,Lebanon,F2,1
3588,2019,From 30 to 39,Male,Immigrant Tribes,D2,1
3589,2019,From 30 to 39,Male,India,F1,1
3590,2019,From 20 to 29,Female,Indonesia,R1,1
3591,2019,From 30 to 39,Male,Immigrant Tribes,R3,1
3592,2021,From 20 to 29,Female,Pakistan,R4,1
3593,2019,From 20 to 29,Female,Iraq,R1,1
3594,2019,From 30 to 39,Male,Immigrant Tribes,R1,1
3595,2019,From 30 to 39,Male,Eritrea,R4,1
3596,2019,From 30 to 39,Male,Kuwait,R5,1
3597,2019,From 30 to 39,Male,Egypt,R5,1
3598,2019,From 20 to 29,Female,Jordan,R4,1
3599,2019,From 20 to 29,Female,Kuwait,R1,1
3600,2019,From 20 to 29,Female,Libya,R1,1
3601,2019,From 20 to 29,Female,New Zealand,R1,1
3602,2019,From 30 to 39,Male,Egypt,R3,1
3603,2019,From 20 to 29,Female,India,R4,1
3604,2019,From 30 to 39,Male,India,F3,1
3605,2020,Unknown,Female,Bahrain,R3,1
3606,2020,Unknown,Female,Bahrain,F1,1
3607,2020,Less Than 20,Male,Saudi Arabia,R4,1
3608,2021,From 20 to 29,Female,Palestine,R1,1
3609,2020,Less Than 20,Female,Saudi Arabia,R3,1
3610,2019,From 30 to 39,Male,Jordan,F1,1
3611,2021,From 20 to 29,Female,Saudi Arabia,F2,1
3612,2020,From 80 to 89,Male,Saudi Arabia,R3,1
3613,2019,From 30 to 39,Male,Kuwait,R1,1
3614,2019,From 30 to 39,Male,Kuwait,R2,1
3615,2019,From 20 to 29,Female,Immigrant Tribes,D1,1
3616,2021,From 20 to 29,Female,Spain,R3,1
3617,2021,From 20 to 29,Female,Sudan,R1,1
3618,2021,From 20 to 29,Female,Sudan,R2,1
3619,2019,From 30 to 39,Male,Kuwait,R3,1
3620,2021,From 20 to 29,Male,Afghanistan,R3,1
3621,2020,From 40 to 49,Male,Yemen,F2,1
3622,2021,From 20 to 29,Female,New Zealand,R3,1
3623,2019,From 30 to 39,Male,United Arab Emirates,R3,1
3624,2021,From 20 to 29,Male,Sudan,R4,1
3625,2021,From 20 to 29,Male,Sudan,R1,1
3626,2021,From 20 to 29,Male,Spain,R3,1
3627,2019,From 30 to 39,Male,United Kingdom,R3,1
3628,2021,From 20 to 29,Male,Somalia,R2,1
3629,2019,From 30 to 39,Male,United Arab Emirates,R5,1
3630,2018,Unknown,Male,Palestine,R2,1
3631,2019,From 30 to 39,Male,Yemen,D1,1
3632,2019,From 30 to 39,Male,Tunisia,R4,1
3633,2021,From 20 to 29,Male,Palestine,R2,1
3634,2020,From 40 to 49,Male,Federated States Of Micronesia,F1,1
3635,2020,From 40 to 49,Male,Germany,F1,1
3636,2020,From 40 to 49,Male,Immigrant Tribes,R2,1
3637,2019,From 30 to 39,Male,Syria,R3,1
3638,2019,From 30 to 39,Male,United Kingdom,R4,1
3639,2019,From 30 to 39,Male,Yemen,D2,1
3640,2020,From 40 to 49,Male,Uzbekistan,F2,1
3641,2020,From 40 to 49,Female,Yemen,F2,1
3642,2019,From 40 to 49,Female,Egypt,R2,1
3643,2018,Unknown,Male,Pakistan,F1,1
3644,2019,From 40 to 49,Female,Egypt,F1,1
3645,2019,From 40 to 49,Female,Bahrain,R4,1
3646,2021,From 20 to 29,Male,United States,R3,1
3647,2019,From 40 to 49,Female,Bahrain,R3,1
3648,2019,From 30 to 39,Male,Yemen,R2,1
3649,2021,From 20 to 29,Male,Syria,F1,1
3650,2018,Unknown,Male,Pakistan,R4,1
3651,2021,From 20 to 29,Male,United Arab Emirates,R2,1
3652,2019,From 30 to 39,Male,Yemen,F3,1
3653,2021,From 20 to 29,Male,Syria,R2,1
3654,2021,From 20 to 29,Male,Syria,R1,1
3655,2020,From 40 to 49,Male,Bahrain,F2,1
3656,2019,From 30 to 39,Male,Syria,F1,1
3657,2021,From 20 to 29,Male,Niger,R1,1
3658,2021,From 20 to 29,Male,Mauritania,R1,1
3659,2020,From 40 to 49,Male,Syria,D2,1
3660,2021,From 20 to 29,Male,India,R3,1
3661,2021,From 20 to 29,Male,Immigrant Tribes,R4,1
3662,2018,Unknown,Male,Sudan,R2,1
3663,2020,From 40 to 49,Male,Saudi Arabia,R6,1
3664,2021,From 20 to 29,Male,Ethiopia,R1,1
3665,2020,From 40 to 49,Male,Sudan,D2,1
3666,2021,From 20 to 29,Male,Belize,R4,1
3667,2021,From 20 to 29,Male,Mauritania,F1,1
3668,2018,Unknown,Male,Syria,D1,1
3669,2021,From 20 to 29,Male,Bangladesh,R3,1
3670,2020,From 40 to 49,Male,Syria,F2,1
3671,2021,From 20 to 29,Male,Bahrain,F2,1
3672,2020,From 40 to 49,Male,United Arab Emirates,R5,1
3673,2018,Unknown,Male,Syria,F3,1
3674,2019,From 30 to 39,Male,Saudi Arabia,R6,1
3675,2019,From 30 to 39,Male,Saudi Arabia,R7,1
3676,2019,From 30 to 39,Male,Somalia,R4,1
3677,2019,From 30 to 39,Male,Sudan,D1,1
3678,2021,From 20 to 29,Male,India,R4,1
3679,2018,Unknown,Male,Somalia,R2,1
3680,2021,From 20 to 29,Male,Iraq,R4,1
3681,2021,From 20 to 29,Male,Jordan,R3,1
3682,2021,From 20 to 29,Male,Kuwait,R1,1
3683,2019,From 30 to 39,Male,Sudan,F3,1
3684,2020,From 40 to 49,Male,Pakistan,F1,1
3685,2021,From 20 to 29,Male,Kuwait,R2,1
3686,2021,From 20 to 29,Male,Kuwait,R3,1
3687,2021,From 20 to 29,Male,Kuwait,R4,1
3688,2020,From 40 to 49,Male,Mauritania,F1,1
3689,2020,From 40 to 49,Male,Lebanon,F3,1
3690,2021,From 20 to 29,Male,Lebanon,R2,1
3691,2019,From 20 to 29,Female,Pakistan,R4,1
3692,2019,From 20 to 29,Female,Palestine,R4,1
3693,2020,From 30 to 39,Female,Yemen,R4,1
3694,2019,From 30 to 39,Female,China,R4,1
3695,2019,From 30 to 39,Female,Syria,F2,1
3696,2019,From 30 to 39,Female,Bahrain,R4,1
3697,2019,From 30 to 39,Female,Bahrain,R5,1
3698,2020,Unknown,Male,Somalia,R4,1
3699,2020,Unknown,Male,Afghanistan,R4,1
3700,2019,From 30 to 39,Female,Canada,R2,1
3701,2020,Unknown,Male,Bahrain,D1,1
3702,2019,From 30 to 39,Female,Bahrain,F2,1
3703,2019,From 30 to 39,Female,Egypt,R2,1
3704,2019,From 30 to 39,Female,Egypt,R3,1
3705,2020,Unknown,Male,Egypt,F1,1
3706,2019,From 30 to 39,Female,Sudan,R2,1
3707,2020,Unknown,Male,Egypt,R2,1
3708,2020,Unknown,Male,Egypt,R3,1
3709,2020,Unknown,Female,Yemen,R3,1
3710,2019,From 30 to 39,Female,Bahrain,F1,1
3711,2019,From 20 to 29,Male,Spain,R1,1
3712,2019,From 20 to 29,Male,Syria,R4,1
3713,2019,From 20 to 29,Male,Sudan,R4,1
3714,2020,Unknown,Female,Sudan,D1,1
3715,2020,Unknown,Male,Sudan,R3,1
3716,2020,Unknown,Male,Sudan,F3,1
