,Academic_Year,City_Name_En,Current_Training_Center_Name_En,University_Name,Number_of_Trainees,Exclude_from_chart
499,2019,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Unknown,56,yes
501,2021,Makkah,Hera General Hospital in Mecca,Unknown,56,yes
502,2020,Buraidah,The program of the Ministry of Health in Al-Qassim,Unknown,56,yes
504,2020,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,King Abdulaziz University,55,no
505,2018,Dammam,King Fahd Specialist Hospital in Dammam,Imam Abdulrahman Bin Faisal University,55,no
506,2021,Riyadh,"Joint training program in the central region, Riyadh",Unknown,55,yes
508,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,King Faisal University,55,no
513,2018,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Taibah University,55,no
515,2019,Makkah,Alnoor Specialist Hospital in Mecca,Umm Al Qura University,55,no
518,2019,Manama,Salmaniya Medical Complex in Manama,Unknown,54,yes
519,2021,Makkah,King Faisal Hospital in Mecca,Unknown,54,yes
522,2021,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Unknown,54,yes
523,2017,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Khalid University,53,no
525,2020,Jeddah,King Abdullah Medical Complex in Jeddah,Unknown,53,yes
527,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Saud University,53,no
529,2020,Riyadh,University Dental Hospital at King Saud University in Riyadh,Unknown,53,yes
530,2021,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Unknown,53,yes
531,2021,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Unknown,53,yes
532,2020,Makkah,King Abdulaziz Hospital in Mecca,Unknown,53,yes
534,2019,Jeddah,King Fahd General Hospital in Jeddah,King Abdulaziz University,53,no
537,2019,Dammam,King Fahd Specialist Hospital in Dammam,Imam Abdulrahman Bin Faisal University,52,no
538,2016,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Unknown,52,yes
540,2021,Riyadh,King Khalid University Hospital in Riyadh,King Saud University,52,no
543,2018,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Abdulaziz University,52,no
544,2021,Buraidah,The program of the Ministry of Health in Al-Qassim,Unknown,52,yes
545,2019,Taif,King Abdulaziz Specialist Hospital in Taif,Unknown,51,yes
546,2021,Riyadh,Dentistry College at King Saud bin Abdulaziz University for Health Sciences in Riyadh,Unknown,51,yes
547,2017,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,51,no
548,2020,Jubail,Royal Commission Medical Center in Jubail,Unknown,51,yes
549,2020,Jazan,General Directorate of Health Affairs in Jazan Region,Jazan University,51,no
551,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,King Abdulaziz University,51,no
552,2021,Taif,Pediatric Hospital in Taif,Unknown,51,yes
554,2020,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Unknown,51,yes
555,2019,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Unknown,51,yes
556,2018,Madinah,King Fahd Hospital in Medina,Taibah University,51,no
561,2021,Dammam,Security Forces Hospital in Dammam,Unknown,51,yes
563,2020,Buraidah,Maternity and Pediatric Hospital in Buraidah,Unknown,51,yes
565,2019,Buraidah,King Fahd Specialist Hospital in Buraidah,Unknown,51,yes
568,2016,Riyadh,Security Forces Hospital in Riyadh,Unknown,51,yes
569,2019,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,Unknown,51,yes
570,2021,Madinah,General Directorate of Health Affairs in Madinah,Unknown,50,yes
572,2019,Al-Ahsa,Maternity and Children Hospital in Mubarraz,Unknown,50,yes
575,2019,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Khalid University,50,no
577,2019,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Unknown,50,yes
578,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,King Abdulaziz University,50,no
579,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Taibah University,49,no
580,2017,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Unknown,49,yes
581,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,Umm Al Qura University,49,no
582,2020,Riyadh,King Saud Medical City in Riyadh,King Saud University,49,no
583,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Khalid University,49,no
584,2020,Makkah,King Abdullah Medical City in the Holy Capital,Umm Al Qura University,49,no
585,2020,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,King Abdulaziz University,49,no
587,2021,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,49,no
589,2017,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Taibah University,48,no
590,2019,Dubai,Rashed Hospital in Dubai,Unknown,48,yes
594,2022,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Unknown,48,yes
597,2018,Hofuf,King Fahad Hospital in Hofuf,King Faisal University,48,no
599,2017,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,University Of Tabuk,48,no
600,2022,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Saud University,48,no
606,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Abdulaziz University,48,no
609,2016,Jazan,General Directorate of Health Affairs in Jazan Region,Unknown,47,yes
610,2017,Jazan,General Directorate of Health Affairs in Jazan Region,Unknown,47,yes
611,2018,Riyadh,Security Forces Hospital in Riyadh,King Saud University,47,no
612,2018,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Unknown,47,yes
614,2019,Madinah,JointProgram for Family Medicine in Madinah,Taibah University,47,no
615,2020,Khobar,King Fahd University Hospital in Khobar,Imam Abdulrahman Bin Faisal University,47,no
616,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Umm Al Qura University,47,no
617,2017,Riyadh,King Fahad Medical City in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,47,no
618,2019,Manama,King Hamad University Hospital in Kingdom of Bahrain,Unknown,47,yes
620,2018,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Khalid University,47,no
621,2017,Jeddah,King Fahd General Hospital in Jeddah,Umm Al Qura University,46,no
622,2018,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,University Of Tabuk,46,no
624,2020,Dubai,Rashed Hospital in Dubai,Unknown,46,yes
625,2020,Makkah,Alnoor Specialist Hospital in Mecca,Umm Al Qura University,46,no
626,2017,Al-Ahsa,Maternity and Children Hospital in Mubarraz,King Faisal University,46,no
627,2018,Hofuf,King Fahad Hospital in Hofuf,Unknown,46,yes
628,2016,Madinah,JointProgram for Family Medicine in Madinah,Taibah University,46,no
631,2018,Makkah,Alnoor Specialist Hospital in Mecca,Unknown,46,yes
632,2017,Taif,Armed Forces Hospital in Al-Hada in Taif,Umm Al Qura University,46,no
634,2018,Riyadh,Prince Sultan Military Medical City in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,46,no
635,2019,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Taibah University,46,no
636,2019,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,King Faisal University,46,no
639,2017,Jeddah,King Abdulaziz University Hospital in Jeddah,Umm Al Qura University,45,no
640,2021,Madinah,Uhud General Hospital in Medina,Unknown,45,yes
641,2020,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Unknown,45,yes
642,2018,Buraidah,King Fahd Specialist Hospital in Buraidah,Unknown,45,yes
644,2019,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,University Of Tabuk,45,no
646,2019,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,Unknown,45,yes
648,2020,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Unknown,45,yes
651,2018,Riyadh,King Fahad Medical City in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,44,no
652,2019,Makkah,King Abdulaziz Hospital in Mecca,Unknown,44,yes
653,2017,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Abdulaziz University,44,no
654,2019,Dhahran,Johns Hopkins Aramco Healthcare Center in Dhahran,Unknown,44,yes
655,2017,Riyadh,Prince Sultan Military Medical City in Riyadh,King Khalid University,44,no
656,2018,Najran,General Directorate of Health Affairs in Najran Region,Unknown,44,yes
657,2020,Riyadh,King Khalid University Hospital in Riyadh,Unknown,44,yes
658,2018,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,44,no
659,2019,Riyadh,AlYamamah Hospital in Riyadh,Unknown,44,yes
665,2016,Jeddah,King Abdulaziz Hospital in Jeddah,King Abdulaziz University,44,no
666,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,Unknown,44,yes
667,2017,Makkah,Maternity and Children Hospital in Mecca,Umm Al Qura University,44,no
670,2022,Riyadh,Prince Sultan Military Medical City in Riyadh,Unknown,44,yes
672,2017,Riyadh,Security Forces Hospital in Riyadh,Unknown,43,yes
674,2020,Makkah,King Faisal Hospital in Mecca,Unknown,43,yes
675,2019,Jeddah,JointProgram for Family Medicine in Jeddah,King Abdulaziz University,43,no
677,2016,Hofuf,King Fahad Hospital in Hofuf,King Faisal University,43,no
678,2016,Jeddah,King Fahd General Hospital in Jeddah,Umm Al Qura University,43,no
679,2021,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Unknown,43,yes
680,2019,Makkah,Maternity and Children Hospital in Mecca,Unknown,43,yes
685,2021,Riyadh,King Khalid University Hospital in Riyadh,Unknown,42,yes
687,2017,Alqatif  ,AlQatif Central Hospital,Imam Abdulrahman Bin Faisal University,42,no
688,2016,Abha,General Directorate of Health Affairs in Aseer Region,Unknown,42,yes
690,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,42,no
691,2017,Riyadh,King Fahad Medical City in Riyadh,Taibah University,42,no
693,2019,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Unknown,42,yes
697,2018,Al-Ahsa,Maternity and Children Hospital in Mubarraz,King Faisal University,42,no
699,2017,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,King Saud University,41,no
701,2020,Taif,Armed Forces Hospital in Al-Hada in Taif,Taif University,41,no
702,2019,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,Unknown,41,yes
703,2022,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,King Abdulaziz University,41,no
704,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Faisal University,41,no
705,2018,Dammam,Eastern Health Cluster,Unknown,41,yes
707,2017,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Faisal University,41,no
708,2021,Dhahran,King Abdulaziz Air Base Hospital in Dhahran,Unknown,41,yes
710,2017,Taif,Armed Forces Hospital in Al-Hada in Taif,Unknown,41,yes
711,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Abdulaziz University,41,no
712,2019,Buraidah,Maternity and Pediatric Hospital in Buraidah,Unknown,41,yes
713,2020,Al-Ahsa,Almousa Specialist Hospital in Alahsa,Unknown,41,yes
715,2021,Makkah,Joint Postgraduate Program for Family Medicine in Makkah,Unknown,40,yes
716,2017,Riyadh,King Fahad Medical City in Riyadh,King Khalid University,40,no
719,2020,Makkah,Joint Postgraduate Program for Family Medicine in Makkah,Unknown,40,yes
721,2018,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,King Saud University,40,no
722,2019,Riyadh,"Joint training program in the central region, Riyadh",Unknown,40,yes
723,2019,Riyadh,Prince Sultan Military Medical City in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,40,no
724,2016,Jeddah,King Abdulaziz University Hospital in Jeddah,Umm Al Qura University,40,no
726,2017,Dammam,Dammam Medical Complex,Imam Abdulrahman Bin Faisal University,40,no
727,2022,Riyadh,King Fahad Medical City in Riyadh,Unknown,40,yes
729,2017,Dammam,Dammam Medical Complex,Unknown,40,yes
730,2021,Yanbu,Royal Commission Medical Center in Yanbu,Unknown,40,yes
737,2021,Al-Ahsa,Alahsa Health Cluster,Unknown,39,yes
740,2022,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Saud University,39,no
741,2016,Makkah,Maternity and Children Hospital in Mecca,Umm Al Qura University,39,no
743,2018,Makkah,Maternity and Children Hospital in Mecca,Umm Al Qura University,39,no
744,2016,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,King Faisal University,39,no
746,2017,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Umm Al Qura University,39,no
748,2021,Hail,King Khalid Hospital in Hail,Unknown,39,yes
750,2016,Dammam,Dammam Medical Complex,Unknown,39,yes
751,2018,Jeddah,East Jeddah Hospital in Jeddah,Unknown,39,yes
752,2020,Dammam,Security Forces Hospital in Dammam,Unknown,39,yes
754,2020,Taif,Pediatric Hospital in Taif,Unknown,39,yes
755,2016,Riyadh,King Fahad Medical City in Riyadh,King Khalid University,39,no
756,2018,Albahah,General Directorate of Health Affairs in Al-Baha Region,Unknown,39,yes
757,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Umm Al Qura University,39,no
758,2018,Madinah,Maternity and Children Hospital in Medina,Unknown,39,yes
761,2019,Makkah,Security Forces Hospital in Mecca,Unknown,38,yes
762,2016,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,38,no
764,2019,Madinah,King Fahd Hospital in Medina,Taibah University,38,no
768,2016,Riyadh,King Fahad Medical City in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,38,no
769,2016,Jeddah,King Abdulaziz University Hospital in Jeddah,Unknown,38,yes
770,2017,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Faisal University,38,no
772,2017,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Imam Abdulrahman Bin Faisal University,38,no
774,2019,Jeddah,King Abdullah Medical Complex in Jeddah,Unknown,38,yes
776,2016,Riyadh,King Fahad Medical City in Riyadh,Taibah University,38,no
777,2017,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Unknown,38,yes
779,2021,Riyadh,Medical City of King Saud University in Riyadh,King Saud University,37,no
780,2018,Manama,Salmaniya Medical Complex in Manama,Unknown,37,yes
781,2020,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Unknown,37,yes
782,2021,Jeddah,Azizia Maternity and Pediatric Hospital in Jeddah,Unknown,37,yes
784,2021,Dammam,Imam Abdulrahman Al Faisal Hospital in Dammam,Unknown,37,yes
785,2017,Abha,General Directorate of Health Affairs in Aseer Region,Unknown,37,yes
787,2019,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Khalid University,37,no
788,2018,Makkah,The program of the Ministry of Health in Makkah Al-Mukarramah,Unknown,37,yes
789,2018,Jeddah,King Fahd General Hospital in Jeddah,Umm Al Qura University,37,no
791,2021,Makkah,Joint Family and Community Medicine Program,Unknown,37,yes
792,2019,Makkah,Joint Family and Community Medicine Program,Unknown,37,yes
795,2019,Buraidah,The program of the Ministry of Health in Al-Qassim,Unknown,37,yes
796,2018,Dubai,Rashed Hospital in Dubai,Unknown,37,yes
797,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Unknown,37,yes
798,2020,Makkah,Joint Family and Community Medicine Program,Unknown,37,yes
800,2020,Tabuk,"Joint training program in the Western Region, Tabuk",Unknown,36,yes
801,2018,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Taibah University,36,no
802,2018,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Faisal University,36,no
803,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Umm Al Qura University,36,no
804,2020,Yanbu,Royal Commission Medical Center in Yanbu,Unknown,36,yes
805,2018,Riyadh,King Khalid Eye Specialist Hospital in Riyadh,Unknown,36,yes
806,2018,Riyadh,King Fahad Medical City in Riyadh,Taibah University,36,no
809,2019,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,King Faisal University,36,no
810,2021,Tabuk,"Joint training program in the Western Region, Tabuk",Unknown,36,yes
811,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Abdulaziz University,36,no
812,2017,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Umm Al Qura University,36,no
815,2019,Madinah,Joint Family Medicine Program - Medina,Unknown,36,yes
817,2017,Jeddah,King Abdulaziz Hospital in Jeddah,King Abdulaziz University,36,no
818,2019,Hofuf,King Fahad Hospital in Hofuf,King Faisal University,36,no
822,2018,Riyadh,King Fahad Medical City in Riyadh,King Khalid University,35,no
823,2020,Dammam,King Fahd Specialist Hospital in Dammam,Imam Abdulrahman Bin Faisal University,35,no
824,2020,Madinah,Uhud General Hospital in Medina,Unknown,35,yes
826,2021,Buraidah,Buraidah Central Hospital in Buraidah,Unknown,35,yes
829,2019,Jubail,Royal Commission Medical Center in Jubail,Unknown,35,yes
830,2016,Jeddah,JointProgram for Family Medicine in Jeddah,King Abdulaziz University,35,no
831,2019,Makkah,King Faisal Hospital in Mecca,Unknown,35,yes
835,2016,Riyadh,King Fahad Medical City in Riyadh,King Abdulaziz University,35,no
836,2016,Al-Ahsa,Maternity and Children Hospital in Mubarraz,King Faisal University,35,no
838,2018,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Abdulaziz University,35,no
840,2019,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,King Abdulaziz University,35,no
845,2019,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,King Abdulaziz University,35,no
